generation,fitness_min,fitness_mean,fitness_max,fitness_std,labels_entropy,labels_imbalance
0,0.0234375,0.0936328125,0.16796875,0.033988662624641744,0.9998550008381684,1.08
1,0.015625,0.09859375,0.22265625,0.04146561192911845,0.9998550008381685,1.08
2,0.02734375,0.1023046875,0.23046875,0.04051101421773119,0.9999202655046178,1.04
3,0.01171875,0.10109375,0.2109375,0.04412603464615589,0.9997244715052694,1.08
4,0.0234375,0.102734375,0.203125,0.03795500329851949,0.9998550008381685,1.08
5,0.0234375,0.100625,0.1953125,0.03921112351146355,0.9998550008381685,1.08
6,0.02734375,0.1072265625,0.203125,0.04080629244881197,0.9997897361717188,1.08
7,0.015625,0.103359375,0.203125,0.03692354788846644,0.9998550008381684,1.08
8,0.03125,0.1001953125,0.21484375,0.03741598254104412,0.999789736171719,1.08
9,0.0234375,0.101875,0.20703125,0.04356013488916787,0.9998550008381685,1.08
10,0.0234375,0.101640625,0.26953125,0.041685306702984384,0.999789736171719,1.08
11,0.015625,0.1033203125,0.23828125,0.043911445283154465,0.9999202655046178,1.04
12,0.02734375,0.1049609375,0.22265625,0.04103479834595229,0.9998550008381685,1.08
13,0.015625,0.111171875,0.23046875,0.04771838930364661,0.9998550008381684,1.08
14,0.0234375,0.10984375,0.21875,0.04491093616815397,0.9999202655046178,1.04
15,0.03125,0.1153125,0.2578125,0.04413709886358357,0.9998550008381684,1.08
16,0.0390625,0.11609375,0.24609375,0.043872178728737075,0.9997268898426638,1.12
17,0.03515625,0.120625,0.28515625,0.05124273481278834,0.9998550008381685,1.08
18,0.00390625,0.1196484375,0.265625,0.06237452003431945,0.9998550008381684,1.08
19,0.015625,0.1230078125,0.2890625,0.0627910581212044,0.9997897361717188,1.08
20,0.015625,0.1248046875,0.2578125,0.05633504584303378,0.999789736171719,1.08
21,0.02734375,0.1325,0.28515625,0.05357028458599973,0.999789736171719,1.08
22,0.0390625,0.138359375,0.296875,0.05237633081170229,0.9998550008381684,1.08
23,0.0234375,0.1283984375,0.27734375,0.0559853120342668,0.9999202655046178,1.04
24,0.01953125,0.1336328125,0.3203125,0.0625226887528577,0.9997268898426638,1.12
25,0.03125,0.135546875,0.265625,0.05875109083096352,0.9997268898426639,1.12
26,0.01171875,0.134453125,0.2890625,0.06710610076413043,0.9997268898426638,1.12
27,0.02734375,0.1538671875,0.2890625,0.06416696655731802,0.9997268898426638,1.12
28,0.046875,0.153984375,0.30859375,0.06875927671787731,0.9995381780026353,1.16
29,0.03515625,0.168203125,0.3203125,0.0759638987678728,0.9999202655046178,1.04
30,0.03125,0.1614453125,0.3203125,0.06485329137257005,0.9996616251762143,1.12
31,0.02734375,0.19453125,0.34765625,0.07022998630615344,0.9998550008381684,1.08
32,0.0234375,0.1818359375,0.3125,0.06617463053220787,0.9999202655046178,1.04
33,0.04296875,0.182578125,0.33203125,0.07219193878398492,0.9996616251762143,1.12
34,0.03515625,0.196796875,0.33203125,0.0751986707853977,0.999789736171719,1.08
35,0.0390625,0.186015625,0.3125,0.07047459614053758,0.9998550008381684,1.08
36,0.03515625,0.1956640625,0.29296875,0.06322358242390033,0.999789736171719,1.08
37,0.05078125,0.196484375,0.3125,0.06293913113886801,0.9998550008381684,1.08
38,0.0625,0.1984765625,0.34765625,0.06781073361394728,0.9998550008381685,1.08
39,0.046875,0.188046875,0.296875,0.05733816176790005,0.9998550008381684,1.08
40,0.05078125,0.2012890625,0.32421875,0.06361902283058085,0.9999202655046178,1.04
41,0.07421875,0.1903515625,0.3125,0.05884543601126147,0.9999202655046178,1.04
42,0.03515625,0.1963671875,0.328125,0.06313847464090709,0.9998550008381685,1.08
43,0.08984375,0.207734375,0.37890625,0.06522941597917595,0.9998550008381684,1.08
44,0.07421875,0.1930078125,0.33984375,0.06469555495969541,0.9998550008381684,1.08
45,0.0546875,0.2022265625,0.33984375,0.062470342084358074,0.9998550008381685,1.08
46,0.046875,0.19203125,0.30078125,0.06312848072086798,0.9997268898426638,1.12
47,0.05078125,0.198203125,0.34375,0.0638205702383399,0.999789736171719,1.08
48,0.0625,0.20734375,0.3359375,0.061633841911323366,0.999789736171719,1.08
49,0.078125,0.2083203125,0.3203125,0.0636516335732475,0.9997268898426639,1.12
50,0.08203125,0.2098828125,0.3515625,0.059369487305763545,0.9998550008381684,1.08
51,0.0546875,0.2082421875,0.3203125,0.06305828534835227,0.9998550008381685,1.08
52,0.05859375,0.2070703125,0.3359375,0.060286726904999324,0.9998550008381685,1.08
53,0.04296875,0.200546875,0.31640625,0.059506484760197556,0.9999202655046178,1.04
54,0.06640625,0.191953125,0.3046875,0.05556774836362478,0.9998550008381684,1.08
55,0.09375,0.1884375,0.3046875,0.054157926979229,0.999789736171719,1.08
56,0.07421875,0.198984375,0.34765625,0.058741532385128706,0.9998550008381685,1.08
57,0.0390625,0.181875,0.30078125,0.06709732320480452,0.9998550008381685,1.08
58,0.04296875,0.1883984375,0.33203125,0.0672598062052049,0.9998550008381685,1.08
59,0.05078125,0.1876171875,0.3359375,0.06881534314843397,0.9999202655046178,1.04
60,0.05859375,0.19609375,0.33984375,0.07333561749224417,0.9999202655046178,1.04
61,0.03515625,0.1923046875,0.30859375,0.06405977271252583,0.999789736171719,1.08
62,0.0546875,0.19546875,0.31640625,0.06463615111723471,0.9998550008381685,1.08
63,0.046875,0.1931640625,0.33984375,0.06740149197610887,0.9998550008381685,1.08
64,0.05078125,0.195,0.359375,0.07238204305109107,0.9997268898426638,1.12
65,0.06640625,0.1978515625,0.34765625,0.06890601748472676,0.9997268898426638,1.12
66,0.03515625,0.1972265625,0.34765625,0.07366672793194509,0.9999202655046178,1.04
67,0.0546875,0.2046484375,0.33984375,0.0721269679073765,0.9998550008381685,1.08
68,0.05078125,0.20015625,0.33984375,0.06754790689993659,0.9998550008381685,1.08
69,0.0546875,0.188984375,0.3359375,0.06751324558987018,0.9998550008381684,1.08
70,0.046875,0.185234375,0.33203125,0.06571371421802397,0.9998550008381684,1.08
71,0.046875,0.2101171875,0.39453125,0.0855233183177209,0.9998550008381685,1.08
72,0.0703125,0.2089453125,0.390625,0.07459709282086145,0.9997268898426639,1.12
73,0.07421875,0.217109375,0.41015625,0.08270773886619906,0.9998550008381684,1.08
74,0.06640625,0.2219921875,0.421875,0.08291204033857488,0.999789736171719,1.08
75,0.08203125,0.2405859375,0.42578125,0.07777282929194629,0.9998550008381684,1.08
76,0.0703125,0.2284375,0.41015625,0.07748070261261025,0.9997897361717188,1.08
77,0.07421875,0.22453125,0.41796875,0.08129783747988781,0.9999202655046178,1.04
78,0.08203125,0.223515625,0.41796875,0.0830656140664377,0.9999202655046178,1.04
