generation,fitness_min,fitness_mean,fitness_max,fitness_std,labels_entropy,labels_imbalance
0,0.015625,0.09908203125,0.21484375,0.03465776698487555,0.9999867977219693,1.0196078431372548
1,0.009765625,0.09900390625,0.193359375,0.035976429958699936,0.9999867977219693,1.0196078431372548
2,0.02734375,0.100546875,0.193359375,0.03660375110185516,0.9999704845738883,1.0392156862745099
3,0.017578125,0.09888671875,0.21875,0.0386518009373204,0.9999867977219693,1.0196078431372548
4,0.01171875,0.0990625,0.23828125,0.03942418493034289,0.9999867977219693,1.0196078431372548
5,0.005859375,0.1001953125,0.25390625,0.04053993121539822,0.9999867977219693,1.0196078431372548
6,0.025390625,0.101875,0.1953125,0.04070728595574522,0.9999867977219693,1.0196078431372548
7,0.021484375,0.10072265625,0.189453125,0.04003597072666488,0.9999867977219693,1.0196078431372548
8,0.013671875,0.09900390625,0.23828125,0.04333270488185488,0.9999867977219693,1.0196078431372548
9,0.01953125,0.1039453125,0.2109375,0.0434749831249518,0.9999867977219693,1.0196078431372548
10,0.01953125,0.10416015625,0.189453125,0.04200631575554433,0.9999867977219693,1.0196078431372548
11,0.01953125,0.1008984375,0.20703125,0.04200283295295948,0.9999867977219693,1.0196078431372548
12,0.013671875,0.09328125,0.23046875,0.044958476936363186,0.9999867977219693,1.0196078431372548
13,0.025390625,0.10015625,0.2421875,0.04352978898750688,0.9999867977219693,1.0196078431372548
14,0.01953125,0.10408203125,0.234375,0.04841331222565937,0.9999704845738883,1.0392156862745099
15,0.021484375,0.1103515625,0.22265625,0.04766705499948805,0.9999867977219693,1.0196078431372548
16,0.01171875,0.11005859375,0.24609375,0.044932382432816394,0.9999867977219693,1.0196078431372548
17,0.005859375,0.11578125,0.234375,0.0455585654486858,0.9999867977219693,1.0196078431372548
18,0.029296875,0.11783203125,0.251953125,0.04734872521171826,0.9999867977219693,1.0196078431372548
19,0.029296875,0.12220703125,0.2421875,0.05266941528551987,0.9999867977219693,1.0196078431372548
20,0.0234375,0.11607421875,0.279296875,0.04886580967656916,0.9999867977219693,1.0196078431372548
21,0.015625,0.11716796875,0.255859375,0.051687005664532645,0.9999867977219693,1.0196078431372548
22,0.03515625,0.12625,0.302734375,0.057962432270286066,0.9999867977219693,1.0196078431372548
23,0.0234375,0.12732421875,0.26953125,0.06516047402281486,0.9999867977219693,1.0196078431372548
24,0.02734375,0.132265625,0.263671875,0.05771811869409759,0.9999867977219693,1.0196078431372548
25,0.025390625,0.13603515625,0.27734375,0.059536923916576695,0.9999867977219693,1.0196078431372548
26,0.02734375,0.141171875,0.27734375,0.06189901483149287,0.9999867977219693,1.0196078431372548
27,0.0390625,0.1438671875,0.271484375,0.0600916734357481,0.9999867977219693,1.0196078431372548
28,0.044921875,0.1512109375,0.30859375,0.060367160201236225,0.9999867977219693,1.0196078431372548
29,0.04296875,0.14857421875,0.2734375,0.05855744643579546,0.9999867977219693,1.0196078431372548
30,0.04296875,0.148359375,0.296875,0.058711418307246147,0.9999867977219693,1.0196078431372548
31,0.052734375,0.16474609375,0.29296875,0.06370085074486931,0.9999867977219693,1.0196078431372548
32,0.03515625,0.15232421875,0.29296875,0.06068249365353027,0.9999867977219693,1.0196078431372548
33,0.029296875,0.15931640625,0.306640625,0.061316464232787776,0.9999704845738883,1.0392156862745099
34,0.029296875,0.15470703125,0.28125,0.056886786612436346,0.9999867977219693,1.0196078431372548
35,0.03125,0.15634765625,0.279296875,0.0603944496434026,0.9999867977219693,1.0196078431372548
36,0.056640625,0.15830078125,0.271484375,0.060179312112413196,0.9999867977219693,1.0196078431372548
37,0.048828125,0.16224609375,0.263671875,0.051522723027409754,0.9999867977219693,1.0196078431372548
38,0.01171875,0.1666796875,0.26953125,0.054286490126493774,0.9999867977219693,1.0196078431372548
39,0.048828125,0.15849609375,0.283203125,0.05819943819594174,0.9999704845738883,1.0392156862745099
40,0.046875,0.16244140625,0.2890625,0.058479742602031044,0.9999867977219693,1.0196078431372548
41,0.041015625,0.16126953125,0.296875,0.058969016393434784,0.9999867977219693,1.0196078431372548
42,0.025390625,0.17123046875,0.279296875,0.06480023424553623,0.9999867977219693,1.0196078431372548
43,0.0546875,0.1684375,0.287109375,0.06471898294109454,0.9999867977219693,1.0196078431372548
44,0.056640625,0.16884765625,0.302734375,0.05835522740344362,0.9999867977219693,1.0196078431372548
45,0.02734375,0.16904296875,0.310546875,0.06333630839270181,0.9999704845738883,1.0392156862745099
46,0.044921875,0.17755859375,0.32421875,0.06664942550239877,0.9999867977219693,1.0196078431372548
47,0.060546875,0.18017578125,0.373046875,0.07153898560779284,0.9999867977219693,1.0196078431372548
48,0.0546875,0.18576171875,0.353515625,0.08005711185808302,0.9999867977219693,1.0196078431372548
49,0.056640625,0.2044140625,0.390625,0.07629708259174604,0.9999867977219693,1.0196078431372548
50,0.072265625,0.198671875,0.35546875,0.07296592690604166,0.9999867977219693,1.0196078431372548
51,0.087890625,0.2119921875,0.365234375,0.08055991687880228,0.9999867977219693,1.0196078431372548
52,0.07421875,0.21875,0.361328125,0.07939014680775096,0.9999867977219693,1.0196078431372548
53,0.080078125,0.2318359375,0.384765625,0.0841447868486729,0.9999867977219693,1.0196078431372548
54,0.0703125,0.24765625,0.3828125,0.08407471521960579,0.9999867977219693,1.0196078431372548
55,0.0703125,0.24671875,0.3984375,0.07427982684269835,0.9999867977219693,1.0196078431372548
56,0.0859375,0.2490625,0.41796875,0.0767563116106442,0.9999867977219693,1.0196078431372548
57,0.08984375,0.24548828125,0.392578125,0.08009893736783312,0.9999867977219693,1.0196078431372548
58,0.083984375,0.2419140625,0.369140625,0.06796483241224258,0.9999867977219693,1.0196078431372548
59,0.099609375,0.23509765625,0.384765625,0.06858147791611945,0.9999867977219693,1.0196078431372548
60,0.087890625,0.22947265625,0.40234375,0.07456462121010242,0.9999867977219693,1.0196078431372548
61,0.087890625,0.22083984375,0.380859375,0.07590963221207993,0.9999867977219693,1.0196078431372548
62,0.0859375,0.2366796875,0.419921875,0.08621952126501266,0.9999867977219693,1.0196078431372548
